name,place_id,location,neighborhood,lat,lng,website,google_maps_url,rating,rating_count,categories_google,categories_verified,categories_source,verification_status,verification_confidence,types
Fitness Express,ChIJ1zdeN8cRLxgRbIvv3MFu2pA,"Scripture Union Center, Argwings Kodhek Rd, Nairobi, Kenya",,-1.2955495,36.7991575,https://www.fitnessexpress.co.ke/,https://maps.google.com/?cid=10437776865298975596,5,(29),gym-time,gym-time,website_extracted,approved,0.875,establishment; point_of_interest
King's Gym & Spa,ChIJuQrR5GAXLxgR2XFxAn3TRkg,"PQPM+GVC, Rhapta Road, Nairobi, Kenya",,-1.2637178,36.7846485,http://gablesgroup.co.ke/,https://maps.google.com/?cid=5208082552965919193,4.5,(149),gym-time; strength-training,gym-time,website_extracted,approved,0.75,beauty_salon; establishment; gym; health; point_of_interest; spa
YMCA Central,ChIJWUpgSM0QLxgR9FT9vexyrxM,"PRC7+243, Nairobi, Kenya",,-1.2799999,36.8127861,http://www.ymcakenya.org/,https://maps.google.com/?cid=1418478768770340084,4.1,(1774),gym-time,gym-time,website_extracted,approved,0.75,establishment; point_of_interest
"Nairobi Kenpo Karate, Gym & Fitness Center",ChIJvSmux4ARLxgRmOHYnFIMRPo,"1st Floor, Terry House, Mfangano Street, Opp. Cianda Shopping Mall, Nairobi, Kenya",,-1.2865113,36.8277674,https://nairobikenpokarate.com/,https://maps.google.com/?cid=18033552356856619416,4.5,(38),gym-time; martial-arts; mind-body; boxing; stretching; strength-training,gym-time; martial-arts; strength-training; boxing,website_extracted,approved,0.75,establishment; gym; health; point_of_interest
"VLCC Slimming | Beauty | Fitness, Nairobi",ChIJsbZaKWIXLxgRQmISN-BwOho,"Muthangari Dr, Nairobi, Kenya",,-1.2605329,36.7842846,https://www.vlccwellness.com/Kenya/?utm_source=gmb&utm_medium=organic,https://maps.google.com/?cid=1889947101934281282,4.4,(98),gym-time,gym-time,website_extracted,approved,0.75,beauty_salon; establishment; gym; health; point_of_interest
The Nextgen Mall,ChIJg1ILVr4RLxgRUWqnJDT5rJ0,"MRGV+FJV, Mombasa Road, Nairobi, Kenya",,-1.3237712,36.8440353,https://www.facebook.com/NextgenShoppingMall/,https://maps.google.com/?cid=11361729962297485905,4.2,(9539),gym-time; trampoline,gym-time; trampoline,fallback_original,approved,0.75,establishment; point_of_interest; shopping_mall
Climb BlueSky,ChIJoXnAoRsXLxgRuthWn99cMj0,"Diamond Plaza 1, Parklands/Highridge Masari Rd, Old Tower 6th floor, Nairobi, Kenya",Parklands,-1.2583114,36.8184193,http://www.blueskykenya.org/climb,https://maps.google.com/?cid=4409689100669868218,4.6,(458),gym-time; outdoors,gym-time,website_extracted,approved,0.75,establishment; point_of_interest
DECATHLON The Hub-Karen,ChIJdaJK53obLxgRZ0ZZC9hVAzU,"Dagoretti Rd, Nairobi, Kenya",Dagoretti,-1.3198332,36.704152,https://www.decathlon.co.ke/,https://maps.google.com/?cid=3819991295332009575,4.7,(1129),boxing; martial-arts; trampoline,martial-arts; boxing; trampoline,website_extracted,approved,0.875,bicycle_store; clothing_store; establishment; food; point_of_interest; shoe_store; store
Safety Hub Enterpises | Certified safety boot supplier in kenya | workwear Manufacturer,ChIJVS4CwGwRLxgR741d1YY3vfI,"7th Floor, Rm, Junction Trade center, 704 Kenneth Matiba Rd, Nairobi, Kenya",,-1.2828425,36.827422,https://www.safetyhub.co.ke/,https://maps.google.com/?cid=17491197580021698031,4.4,(42),boxing,boxing,fallback_original,approved,0.875,clothing_store; establishment; point_of_interest; store
Jersey World Store Nairobi,ChIJo7PSjTsRLxgRSE4rDQdKn9U,"Moi Ave, Nairobi, Kenya",,-1.2822292,36.8219113,https://jerseyworldstore.co.ke/?utm_source=google&utm_medium=organic&utm_campaign=google-business-profile,https://maps.google.com/?cid=15393103445521813064,4.8,(89),boxing,boxing,fallback_original,approved,0.75,clothing_store; establishment; point_of_interest; store
Nairobi Safety Shop Ltd,ChIJs4i4MtkQLxgRSWgUTJlR50c,"Mfangano Street, Mfangano Trade Center, at the Haille Selasie and Mfangano Street Junction, Mfangano Trade Center 1st Floor Room F6, Nairobi, Kenya",,-1.288429,36.828878,https://www.nairobisafetyshop.org/,https://maps.google.com/?cid=5181199615161296969,4.8,(81),boxing,boxing,fallback_original,approved,0.75,establishment; health; point_of_interest; store
DENRI AFRICA,ChIJI_Jd6tUQLxgRwSjcL_zZSi0,"Mama Ngina St, Nairobi, Kenya",,-1.2850308,36.8246806,http://denriafricastores.com/,https://maps.google.com/?cid=3263660557141289153,4.2,(708),boxing,boxing,fallback_original,approved,0.75,establishment; point_of_interest; store
"United Tools Ltd, Kenya",ChIJy4OFgQ8RLxgRNTKt_ftLKhQ,"20 Butere Rd, Nairobi, Kenya",,-1.3044374,36.835755,https://www.utl.co.ke/,https://maps.google.com/?cid=1453057375445266997,4.5,(83),boxing,boxing,fallback_original,approved,0.75,establishment; hardware_store; point_of_interest; store
Bags Mart Kenya,ChIJrfN1r-kRLxgRWght_8vDJ0Y,"Moi Avenue, Iconic Plaza , between Sawa mall and Sasa mall, Iconic Plaza Shop T10, Nairobi, Kenya",,-1.2827811,36.8230725,https://bagsmartkenya.com/,https://maps.google.com/?cid=5055224387677784154,4.8,(59),boxing,boxing,fallback_original,approved,0.875,establishment; point_of_interest
"Bobmil Industries Ltd, Head Office",ChIJNV2JWfARLxgRoWrmXK4B97M,"Bobmil Complex, Mombasa Road, Nairobi, Kenya",,-1.3316725,36.8604011,http://www.bobmil.com/,https://maps.google.com/?cid=12967835500431174305,3.7,(72),boxing,boxing,fallback_original,approved,0.75,establishment; furniture_store; home_goods_store; point_of_interest; store
Artfit,ChIJ1bTXWk4bLxgRKMT3wG7Shac,"Ayden Plaza, Mezzanine M05 Ngara Rd, Nairobi, Kenya",,-1.2765372,36.8268212,http://artfitapparels.shop/,https://maps.google.com/?cid=12071285749362181160,5,(101),boxing,boxing,fallback_original,approved,0.75,clothing_store; establishment; point_of_interest; store
Peekaboo,ChIJeSpvnT8XLxgRREi8qYmYpIQ,"Raphta Square, Rhapta Road, Nairobi, Kenya",,-1.2645566,36.7893764,http://www.peekaboo.ke/,https://maps.google.com/?cid=9557932026212665412,4.9,(9619),boxing; trampoline,boxing; trampoline,fallback_original,approved,0.75,clothing_store; establishment; point_of_interest; store
Tripnut,ChIJGYRD-XEXLxgR_LzQsvWr3UA,"Tom Mboya St, Nairobi, Kenya",,-1.2819478,36.8232225,https://tripnut.co.ke/,https://maps.google.com/?cid=4674081060035804412,5,(10),boxing,boxing,fallback_original,approved,0.75,clothing_store; establishment; point_of_interest; store
Gym Gloves Kenya,ChIJy5ALd8ARLxgRp9gH4KG5iys,"Tom Mboya St, Nairobi, Kenya",,-1.2835479,36.8245247,https://www.gymgloveskenya.com/,https://maps.google.com/?cid=3137805670293166247,,,boxing,boxing,fallback_original,approved,0.875,establishment; point_of_interest
ASL Ltd - Trading Division (HQ),ChIJBzM-8BYRLxgRXAT8Fwg4dXM,"Lusaka Rd, Nairobi, Kenya",,-1.2973077,36.8393072,https://www.asltrading.co.ke/,https://maps.google.com/?cid=8319617494050145372,4.3,(1313),boxing,boxing,fallback_original,approved,0.75,establishment; hardware_store; home_goods_store; point_of_interest; store
Animet LTD Kindaruma Road,ChIJ50JZOtgRLxgRtH0-a0zCjCc,"Langata Rd, TMALL, Kenya",Langata,-1.3125495,36.8168629,https://www.animet.co.ke/,https://maps.google.com/?cid=2849866297691241908,4.1,(3857),boxing,boxing,fallback_original,approved,0.75,clothing_store; establishment; point_of_interest; store
Bata Shoe Junction,ChIJX3A1Z2oaLxgRco37NlV0UUA,"Nairobi, Kenya",,-1.2983892,36.7616624,https://www.batakenya.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=bata-new-junction,https://maps.google.com/?cid=4634613400884448626,4.3,(82),boxing,boxing,fallback_original,approved,0.75,establishment; point_of_interest; shoe_store; store
Rob's Magic (Romageco Kenya Ltd),ChIJ9dnW8E8RLxgRAIN__SMl3eg,"Commercial Street, Bunyala Rd, Nairobi, Kenya",,-1.2953225,36.8340167,https://www.robsmagic.com/,https://maps.google.com/?cid=16779608623159411456,4.3,(330),boxing,boxing,fallback_original,approved,0.75,car_repair; establishment; point_of_interest; store
Oaks & Corks - Alcohol Delivery Nairobi,ChIJjxfqYZ4QLxgRgxVEVZ6Qe9k,"Menelik Place, Menelik Rd, off Ngong Rd, Nairobi, Kenya",Ngong,-1.2988394,36.7845129,https://www.oaks.delivery/,https://maps.google.com/?cid=15671278338075530627,4.4,(126),boxing,boxing,fallback_original,approved,0.75,establishment; food; liquor_store; point_of_interest; store
Chandarana Foodplus Supermarket (Adlife Plaza Branch),ChIJPaiNiaEQLxgR9uai7LoHaJQ,"Ground Floor, Adlife Plaza, Ring Rd Kilimani, Nairobi, Kenya",Kilimani,-1.2945759,36.7872007,http://foodplus.co.ke/,https://maps.google.com/?cid=10693805814606653174,4.4,(2821),boxing,boxing,fallback_original,approved,0.75,bakery; establishment; food; grocery_or_supermarket; liquor_store; point_of_interest; store; supermarket
Chandarana Foodplus Supermarkets,ChIJR_VHZtkZLxgRtBEZFDcSjmo,"ABC Place, Ground Floor Waiyaki Wy, Nairobi, Kenya",,-1.2592704,36.7776372,http://www.foodplus.co.ke/,https://maps.google.com/?cid=7678094442482962868,4.3,(1166),boxing,boxing,fallback_original,approved,0.75,establishment; food; grocery_or_supermarket; liquor_store; point_of_interest; store; supermarket
Oshwal Wholesalers (K) Ltd,ChIJYQdGshMXLxgRHDxv_PF62xk,"Opposite The Oval, 21 Jalaram Rd, Nairobi, Kenya",,-1.2585976,36.8066729,https://www.oshwalwholesalers.com/,https://maps.google.com/?cid=1863218050588687388,4.5,(152),boxing,boxing,fallback_original,approved,0.875,establishment; furniture_store; home_goods_store; point_of_interest; store
Victoria Furnitures Ltd,ChIJiWViBhUXLxgR83F873h99SQ,"Victoria Courts, Parklands Rd, Nairobi, Kenya",Parklands,-1.2627815,36.8058661,https://www.victoriafurnitures.com/,https://maps.google.com/?cid=2663172713026974195,4.3,(425),boxing,boxing,fallback_original,approved,0.75,establishment; furniture_store; home_goods_store; point_of_interest; store
Chandarana Foodplus Supermarket (Yaya),ChIJC9lu26MQLxgRJSBzlKcVI6s,"Ground Floor, Yaya Centre, No. 209/ 18670 Argwings Kodhek Rd, Nairobi, Kenya",,-1.2932792,36.7877419,http://www.foodplus.co.ke/,https://maps.google.com/?cid=12331724014164844581,4.4,(1950),boxing,boxing,fallback_original,approved,0.75,establishment; food; grocery_or_supermarket; point_of_interest; store; supermarket
Terra Pilates Studio,ChIJ8QOCJ54bLxgRqmcVEwYyX80,"689, Nairobi, Kenya",,-1.3289425,36.7124178,https://terrapilates.studio/,https://maps.google.com/?cid=14798601902234101674,5,(9),pilates; reformer-pilates; stretching,pilates; reformer-pilates,website_extracted,approved,0.875,establishment; gym; health; point_of_interest
Ory Pilates,ChIJo-ndpHEZLxgREwH7XVbCZUk,"Maji Mazuri Rd, Nairobi, Kenya",,-1.2757762,36.7699952,https://www.orywellness.com/?fbclid=PAQ0xDSwLWANJleHRuA2FlbQIxMQABpxXVzs4j-4mBThXYaxNP43pv8PvZ81cLZY5H9mwKnzoJx7gHuMu8wbNmb4yi_aem_9fvPruWKjiRniJrZ3jGwIg,https://maps.google.com/?cid=5288847013616222483,5,(2),pilates; reformer-pilates,pilates; reformer-pilates,website_extracted,approved,0.875,establishment; gym; health; point_of_interest
Alpha Fitness Kenya,ChIJGfod3X8RLxgRaifhzePDGlk,"Moi Avenue, Nairobi, Kenya",,-1.2870155,36.8261398,http://www.alphafitness.co.ke/,https://maps.google.com/?cid=6420659601949140842,5,(14),hiit-bootcamp; strength-training,strength-training,website_extracted,approved,0.875,establishment; point_of_interest
Sarit,ChIJN3bea2sXLxgRz8xc7QJBVUE,"Sarit Centre, Lower Kabete Rd, Nairobi, Kenya",,-1.2611605,36.80197769999999,http://www.sarityourcity.com/,https://maps.google.com/?cid=4707740466313743567,4.5,(20923),hiit-bootcamp; trampoline,hiit-bootcamp; trampoline,fallback_original,approved,0.75,establishment; point_of_interest; shopping_mall
AFROFIT | Kisumu (KIS),ChIJHUcVYvKlKhgRw11OGbah3no,"Jomo Kenyatta Hwy, Kisumu, Kenya",,-0.0983274,34.7624705,https://afrofit.life/,https://maps.google.com/?cid=8853691720937659843,4.8,(102),hiit-bootcamp; strength-training,strength-training,website_extracted,approved,0.75,establishment; gym; health; point_of_interest
The shield dance crew,ChIJQVF_l4sZLxgRvJkdQcXGT1Q,"Social Hall, Nairobi, Kenya",,-1.2711928,36.7394386,https://theshielddancecrew.mystrikingly.com/,https://maps.google.com/?cid=6075292972849404348,,,dance,dance,website_extracted,approved,0.75,establishment; point_of_interest
Nairobi Jiu-Jitsu Academy,ChIJ6SqJLyIXLxgR2dNp0xMEXQg,"2nd Floor, New Muthaiga Shopping Mall Thigiri Ridge Rd, Nairobi, Kenya",Muthaiga,-1.2364208,36.7930201,http://nairobijiujitsuacademy.com/,https://maps.google.com/?cid=602642408335332313,5,(31),martial-arts,martial-arts,website_extracted,approved,0.75,establishment; health; point_of_interest
jiujitsu kenya,ChIJgYJOWAoXLxgRScRVAUv6TYU,"30 Muthithi Rd, Nairobi, Kenya",,-1.2656833,36.8068469,http://www.jiujitsukenya.com/,https://maps.google.com/?cid=9605608780303025225,5,(2),martial-arts,martial-arts,website_extracted,approved,0.75,establishment; gym; health; point_of_interest
Brahma Kumaris Raja Yoga Centre,ChIJydZB4RQXLxgR82ZqyV2NOxY,"01 Maua Close, off Parklands Rd, Nairobi, Kenya",Parklands,-1.2624176,36.80493939999999,http://africa.brahmakumaris.org/,https://maps.google.com/?cid=1602029526411011827,4.8,(57),yoga,yoga,website_extracted,approved,0.875,establishment; health; point_of_interest
DIANI YOGA BARN,ChIJP-cpjtRPQBgRbS6c9u1kClk,"Close to Forest Dream Resort, Diani Beach, Kenya",,-4.3304409,39.5619592,http://www.dianiyogabarn.co.ke/,https://maps.google.com/?cid=6416051592350150253,4.7,(37),yoga,yoga,website_extracted,approved,0.875,establishment; point_of_interest
Pro-Action Martial Arts and Fitness Academy,ChIJ5SvKjuwdLxgRYWc9Njz5a94,"Kerarapon Drive, Natare Gardens, Kenya",,-1.3290495,36.6719227,http://martialartskenya.blogspot.com/,https://maps.google.com/?cid=16027177735931389793,5,(1),martial-arts,martial-arts,website_extracted,approved,0.75,establishment; health; point_of_interest
Shujaa Martial Arts Academy,ChIJx_8mjMdPLxgR6WRuQNxJod0,"Unity House, Thika, Kenya",,-1.0408456,37.0718896,http://shujaamartialartsacademy.wordpress.com/,https://maps.google.com/?cid=15970126963955098857,5,(4),martial-arts; mind-body,martial-arts,website_extracted,approved,0.75,establishment; health; point_of_interest
Amuma Fitness,ChIJM2kPpT_oZysRqcA0TYpsdro,"Umoja, Nairobi, Kenya",Umoja,-1.2809556,36.8912985,https://amumafitness.com/,https://maps.google.com/?cid=13436045879563042985,5,(7),martial-arts; dance,martial-arts; dance,fallback_original,approved,0.75,establishment; gym; health; point_of_interest
Fitness16 Powerhouse Gym,ChIJVSttKuxHLxgRkjpw-ryxZ0U,"Juja South Road, Juja, Kenya",,-1.1042108,37.0294142,https://www.fitness16.com/,https://maps.google.com/?cid=5001161336431852178,4.9,(11),martial-arts,martial-arts,website_extracted,approved,0.75,establishment; gym; health; point_of_interest
Intensive Training Institute,ChIJz3c1NZcQLxgRrFK1d0fd6dQ,"Upperhill office suites, Nairobi, Kenya",,-1.2998053,36.8200428,http://www.intensivetraining.co.ke/,https://maps.google.com/?cid=15342036904635093676,5,(6),low-impact-training,low-impact-training,website_extracted,approved,0.75,establishment; point_of_interest
Delight Africa Corporate Training Solutions Kenya,ChIJKySJ-SkRLxgRR-9IspONe5w,"1st floor, Delight Center, Muindi Mbingu Street, opposite Jevanjee Gardens entry, +254722533771 Next to Jumia & Loris Parfum, Before Kenya Comfort Hotel, City CBD, City Centre, Central Nairobi, Kenya, Kenya",,-1.2813627,36.8186796,https://delightafrica.co.ke/,https://maps.google.com/?cid=11275761757543001927,3.3,(7),low-impact-training,low-impact-training,website_extracted,approved,0.75,establishment; finance; health; point_of_interest
National Industrial Training Authority,ChIJM0INLRkRLxgRY1T4DeOnc00,"Commercial St, Nairobi, Kenya",,-1.2968949,36.8315467,http://www.nita.go.ke/,https://maps.google.com/?cid=5580988956875969635,4.3,(531),low-impact-training,low-impact-training,website_extracted,approved,0.75,establishment; point_of_interest
Pitman Training Kenya,ChIJXc-VgNAXLxgR98a5mppOuK8,"Corner Plaza, 4th Floor Parklands Rd, Nairobi, Kenya",Parklands,-1.2620809,36.8043659,http://www.pitman-training.com/kenya,https://maps.google.com/?cid=12661956778279945975,4.9,(246),low-impact-training,low-impact-training,website_extracted,approved,0.75,establishment; point_of_interest
Travel Consultancy Class,ChIJ-UUcKbERLxgRJWPZ5g2qmzM,"Veterans House, Nairobi, Kenya",,-1.2823482,36.8219802,https://kuduhills.com/travel-consultancy-class,https://maps.google.com/?cid=3718752894008779557,4.9,(122),low-impact-training,low-impact-training,website_extracted,approved,0.75,establishment; point_of_interest
Impact Hub Nairobi,ChIJPdxtB9wXLxgRzHxtrd6SGTA,"Peponi Rd, Nairobi, Kenya",,-1.2355823,36.7827912,https://nairobi.impacthub.net/,https://maps.google.com/?cid=3465962873328336076,5,(2),low-impact-training,low-impact-training,website_extracted,approved,0.75,establishment; point_of_interest
GallopGo Stables & Riding School,ChIJ5W2bsGQZLxgRvmygEmyyORE,"4.4E2 Forward Close, Old, off Kitisuru Rd, Nairobi, Kenya",,-1.233741,36.7541542,https://www.gallopgostables.com/,https://maps.google.com/?cid=1241219349555997886,5,(95),low-impact-training,low-impact-training,website_extracted,approved,0.75,establishment; point_of_interest
E4Impact Entrepreneurship Centre Kenya,ChIJkZ0cjPEELxgRtaRKbxpW3lA,"Ushirika Rd, Nairobi, Kenya",,-1.3683533,36.7234948,https://www.e4iaccelerator.org/,https://maps.google.com/?cid=5827189639400301749,4.5,(63),low-impact-training,low-impact-training,website_extracted,approved,0.75,establishment; point_of_interest
Somo Africa,ChIJ1076pYEaLxgR8FmtuZ6s3og,"Olympic Estate, Nairobi, Kenya",,-1.3135537,36.77967599999999,https://www.somoafrica.org/,https://maps.google.com/?cid=9862510031707920880,4.6,(68),low-impact-training,low-impact-training,website_extracted,approved,0.875,establishment; point_of_interest
Photography Courses Kenya | Videography Courses | Film Production Courses | Video Editing,ChIJzQJfb8YRLxgRFvRryCJ_9js,"5th Floor, Room 516, Information House Mfangano Street &, Junction, Hakati Rd, Nairobi, Kenya",,-1.2873794,36.8281201,https://musicschool.ke/videography-courses-kenya/,https://maps.google.com/?cid=4320780679876703254,4.9,(76),low-impact-training,low-impact-training,website_extracted,approved,0.875,establishment; point_of_interest; university
Nairobi Fitness Consulting,ChIJRbb9LlIRLxgRq-Zg5AGmJUA,"Western Heights, Karuna Rd, Nairobi, Kenya",,-1.2594014,36.8007166,https://nbofitness.com/,https://maps.google.com/?cid=4622283119622416043,4.7,(3),low-impact-training; personal-training; strength-training,personal-training; low-impact-training; strength-training,website_extracted,approved,0.875,establishment; gym; health; point_of_interest
Pathak's Vitality Nature Cure Centre,ChIJCd8bMci8_KERo3IUAjr0sPQ,"A1, Krishna Park, 3rd Parklands Ave, Nairobi, Kenya",Parklands,-1.2605739,36.8210321,https://www.naturecureke.life/,https://maps.google.com/?cid=17631861071135666851,5,(94),low-impact-training; yoga,yoga,website_extracted,approved,0.875,establishment; gym; health; point_of_interest
Lionlegacy Fitness,ChIJl9RsTtIRLxgR0nVcGeQYxho,"College House, Koinange St, Nairobi, Kenya",,-1.2829317,36.8177861,https://linktr.ee/lionlegacy.fitness,https://maps.google.com/?cid=1929256858331936210,5,(27),martial-arts,martial-arts,fallback_original,approved,0.75,establishment; food; gym; health; point_of_interest; store
MMA Advocates LLP,ChIJEyTDOdYQLxgRu4nHDzunwxQ,"FCB Mihrab, Lenana Rd, Nairobi, Kenya",,-1.2898548,36.7871931,http://www.mmaadvocates.co.ke/,https://maps.google.com/?cid=1496223373326780859,4,(4),martial-arts,martial-arts,fallback_original,approved,0.75,establishment; point_of_interest
Outdoorer KE,ChIJEY09jLwRLxgRbgiNl_IdvcA,"1st Floor Suite 56-57, Blessed House Business Center, Thika Road Opp Garden City, Nairobi, Kenya",,-1.2291836,36.8791389,https://www.outdoorer.co/,https://maps.google.com/?cid=13888289753642371182,4.8,(196),outdoors,outdoors,website_extracted,approved,0.875,clothing_store; establishment; point_of_interest; store
Nairobi Mountain And Hiking Gear Store,ChIJU2tuQswXLxgRuTkVpHa688Y,"Parklands Valley View Office Park, Tower, A. First floor City Park Dr, Nairobi, Kenya",Parklands,-1.2580111,36.8302255,https://wildsprings.co.ke/shop/,https://maps.google.com/?cid=14336007057572182457,4.9,(392),outdoors; running,outdoors; running,website_extracted,approved,0.875,clothing_store; establishment; point_of_interest; shoe_store; store
Going Outdoor Ltd,ChIJv4HQT3EcLxgRUIm-sKAqlKk,"Galleria Mall, Nairobi, Kenya",,-1.3435066,36.7653638,http://www.goingoutdoor.co.ke/,https://maps.google.com/?cid=12219438558611409232,4.3,(79),outdoors,outdoors,fallback_original,approved,0.875,clothing_store; establishment; point_of_interest; store
Ultra Red Outdoors,ChIJpccrZAATLxgRLR7IX3fQ7mc,"Old Mombasa Rd, Nairobi, Kenya",,-1.3340899,36.882173,https://ultraredoutdoors.com/,https://maps.google.com/?cid=7489152441490349613,5,(15),outdoors,outdoors,website_extracted,approved,0.75,establishment; point_of_interest; store
Wild Springs Adventures,ChIJuwaVBMkXLxgRscJRKDNYIsA,"Nairobi, Kenya",,-1.2578768,36.8299165,https://wildsprings.co.ke/,https://maps.google.com/?cid=13844725181233349297,5,(156),outdoors,outdoors,fallback_original,approved,0.75,clothing_store; establishment; point_of_interest; store; travel_agency
Going Outdoor Ltd,ChIJ423vmhsRLxgRkPr9B0uUFI0,"Shopping Mall, Naivasha Rd, Nairobi, Kenya",,-1.2981387,36.7599397,http://www.goingoutdoorltd.com/,https://maps.google.com/?cid=10165913308859595408,,,outdoors,outdoors,fallback_original,approved,0.875,clothing_store; establishment; point_of_interest; store
Outdoor Quest Kenya,ChIJbW5VAlYRLxgRb-kYOEnSNaE,"Moi Ave, Nairobi, Kenya",,-1.2834674,36.823562,https://www.outdoorquest.co.ke/,https://maps.google.com/?cid=11616422025787664751,,,outdoors,outdoors,fallback_original,approved,0.875,establishment; point_of_interest; store
Jacana Outdoor Solutions,ChIJ30rIJEURLxgRvazAor3Asg8,"Standard St, Nairobi, Kenya",,-1.2861175,36.8203971,https://jacanaoutdoorsolutions.com/,https://maps.google.com/?cid=1131178377135303869,5,(2),outdoors,outdoors,website_extracted,approved,0.75,establishment; general_contractor; home_goods_store; point_of_interest; store
Jump by Flying Fox,ChIJOblAylgbLxgR73rROmmtpv0,"Jump by Flying Fox, The Hub, 09 Langata Rd, Nairobi, Kenya",Langata,-1.3204674,36.7038567,https://gojump.ke/,https://maps.google.com/?cid=18277486805199715055,4.8,(96),outdoors; trampoline,outdoors; trampoline,fallback_original,approved,0.75,establishment; point_of_interest
Trendy Outdoor Tactical,ChIJX3EvigcRLxgR_eDXku3CPKY,"Magic Business Center, wing b, First Floor Shop BM16 Ronald Ngala St, Nairobi, Kenya",,-1.2857517,36.8275943,https://trendyoutdoortactical.com/,https://maps.google.com/?cid=11978663434525335805,,,outdoors,outdoors,fallback_original,approved,0.875,clothing_store; establishment; point_of_interest; shoe_store; store
Outdoors Africa Ltd,ChIJmWd0bSURLxgRn07N0xax9RY,"Mombasa Road, Nairobi, Kenya",,-1.3318824,36.8623053,https://outdoorsafrica.co.ke/,https://maps.google.com/?cid=1654423149729369759,,,outdoors,outdoors,website_extracted,approved,0.75,establishment; point_of_interest
Jardin Classics,ChIJe8AwQjkXLxgRzwp7bMELsVI,"Mayfair Maisonettes, Mpaka Rd, Nairobi, Kenya",,-1.2636049,36.8059012,https://jardinclassics.com/,https://maps.google.com/?cid=5958556707364473551,4.9,(55),outdoors,outdoors,fallback_original,approved,0.75,establishment; furniture_store; home_goods_store; point_of_interest; store
Luscious Outdoors Africa,ChIJpSgQe40ZLxgRfi5T4FdlmJY,"Lower Kabete Rd, Nairobi, Kenya",,-1.2547685,36.7949392,https://lusciousoutdoors.africa/,https://maps.google.com/?cid=10851534730249318014,5,(4),outdoors,outdoors,website_extracted,approved,0.75,establishment; point_of_interest; travel_agency
Nelai Adventures,ChIJJ1sVhZypsAoRim7EFpJ9yDM,"Kp Offices, Jakaya Kikwete Rd, Nairobi, Kenya",,-1.2871403,36.8002734,https://nelaiadventures.com/,https://maps.google.com/?cid=3731370357677125258,4.4,(7),outdoors,outdoors,fallback_original,approved,0.875,establishment; point_of_interest; store
Savannah outdoors safaris,ChIJiViRi2EXLxgRbtQXifkP10w,"Taarifa road, Nairobi, Kenya",,-1.2678682,36.8147394,http://www.savannahoutdoorssafaris.com/,https://maps.google.com/?cid=5536911831296627822,4.5,(8),outdoors,outdoors,website_extracted,approved,0.75,establishment; point_of_interest; travel_agency
Nairobi National Park,ChIJRbw23rsPLxgR7HBoltFxlm8,"Nairobi, Kenya",,-1.3824923,36.86102,https://www.kws.go.ke/nairobi-national-park,https://maps.google.com/?cid=8040739329702129900,4.5,(11292),outdoors; running,outdoors; running,fallback_original,approved,0.75,establishment; park; point_of_interest; tourist_attraction
Outdoor Home Curtains BBS Mall Eastleigh,ChIJDfbVYUjQzogRLBs4zuaX_T4,"BBS Mall, Nairobi, Kenya",,-1.2794929,36.84715509999999,https://www.outdoorcurtains.co.ke/,https://maps.google.com/?cid=4538951017017383724,5,(10),outdoors,outdoors,fallback_original,approved,0.75,establishment; general_contractor; home_goods_store; point_of_interest; store
Outdoor Occasions,ChIJa3QOWYsQLxgR-Wu8VnFNljM,"MRV2+3X5, Mtongwe Rd, Nairobi City, Kenya",,-1.3073722,36.8024826,http://www.outdooroccasions.co.ke/,https://maps.google.com/?cid=3717243691622755321,5,(1),outdoors,outdoors,fallback_original,approved,0.75,establishment; point_of_interest
The Nairobi Arboretum,ChIJ49l_yUsXLxgRI2YugCYJYhI,"Kilimani Arboretum Rd, off State House Rd, Nairobi, Kenya",Kilimani,-1.2785277,36.8011385,https://nairobiarboretum.org/index.php/visitor-information/,https://maps.google.com/?cid=1324631301364278819,4.4,(7567),outdoors; running,outdoors; running,fallback_original,approved,0.75,establishment; park; point_of_interest; tourist_attraction
Giraffe Centre,ChIJ0yfppKkFLxgRHzXGUwv-YeE,"Duma Rd, Nairobi, Kenya",,-1.3763639,36.7443169,https://www.giraffecentre.org/,https://maps.google.com/?cid=16240541055878313247,4.6,(17247),outdoors,outdoors,fallback_original,approved,0.75,establishment; park; point_of_interest; tourist_attraction
Fitness & Outdoors Kenya,ChIJn0vluHUXLxgRlEgAzUcIIIw,"National Park East Gate Rd, Nairobi, Kenya",,-1.3378313,36.8655328,https://m.facebook.com/fitnessoutdoorskenya/?ref=bookmarks,https://maps.google.com/?cid=10097079469039700116,5,(5),outdoors,outdoors,fallback_original,approved,0.75,establishment; gym; health; point_of_interest
Blaze Consulting - Corporate Teambuilding / Corporate Training / Event hosting,ChIJo3njpZ8QLxgRwMnBZ3nNCRQ,"Rimpa, Magadi road, Nairobi, Kenya",,-1.2960625,36.7739375,http://www.blazeconsulting.co.ke/,https://maps.google.com/?cid=1443911076864444864,4.9,(13),outdoors,outdoors,fallback_original,approved,0.75,establishment; point_of_interest
